anomaly_score_lof,Outlier_label
1.1133050509834819,1
1.0001409123773155,1
1.0005074259150284,1
1.0113180272841786,1
0.9781311888177004,1
0.9892313606837208,1
0.9892313606837208,1
1.4183480346168131,1
1.2232118624154549,1
2.040403382943551,1
1.000108714176812,1
1.0829152632399974,1
1.0246587712172248,1
0.937251695619372,1
1.0077442112040547,1
1.022436824561425,1
1.0746053194825027,1
1.056077832238135,1
0.9713609632905984,1
1.0257691249783303,1
3.890606096099449,1
1.1964898668422115,1
1.0257046006724664,1
1.0173802535273502,1
1.1526447239862025,1
1.2887272239701186,1
2.8880973855937104,1
0.9504583946580674,1
3.8517397453994398,1
1.0307663175627568,1
0.9999276589311432,1
0.9690612585961826,1
1.0552507113773337,1
4.122507732013043,1
1.1592934011517144,1
3.6267138526160623,1
1.0091295783498782,1
2.5790620584721067,1
2.4579433693416215,1
0.9385578202056898,1
1.1964556160556323,1
0.974003893810335,1
1.0283520231021765,1
1.0077442112040547,1
0.9892313606837208,1
0.9669848439844302,1
0.9667495505250816,1
7.934396627720477,1
1.3960532699597252,1
1.4798411651217243,1
0.9500583472320157,1
61.164837721900085,1
0.9892313606837208,1
1.0150250327589414,1
1.3334173281425288,1
0.9533805410861669,1
2.1388568293534513,1
0.9668069748552593,1
0.9892313606837208,1
0.9375899499108968,1
0.9671067560541935,1
1.0434861060082217,1
0.9533805410861669,1
0.9817847668675658,1
1.4213163411952603,1
1.0261032494605706,1
0.9624252080176656,1
1.567451381474855,1
1.188940009464071,1
3.014004027407289,1
44.68178445971087,1
2.27155965560562,1
0.9385602464129468,1
1.3383328039530686,1
0.9836020064676061,1
1.0136179154992404,1
1.2129651599032392,1
0.9916290675757622,1
1.2502660000169796,1
0.9461310976712574,1
3.333101841157402,1
1.0926442980540905,1
1.175383863265288,1
1.7620734428827884,1
1.2300101786650017,1
0.9900670323418425,1
1.1493787454486126,1
1.2620618820521083,1
1.1229051298994248,1
1.1170545534392924,1
1.0223489623952895,1
1.0249672675667854,1
1.2495425174052273,1
1.057479075799304,1
1.0440476598133814,1
1.0557437928508069,1
1.135655972464227,1
1.016974781387606,1
2.0749791056456637,1
1.0696702074561513,1
1.0077484989402856,1
1.031150837342285,1
1.0442508704803153,1
1.1431428322898596,1
3.4505104333281293,1
1.2053167711126913,1
1.0162407430021319,1
1.2130585851834792,1
1.123930950867996,1
2.0529518293303943,1
1.1428725053909967,1
1.1882702537946825,1
1.1527552448341083,1
0.9996850084375095,1
0.9997920721253883,1
0.9628487087338797,1
1.007791352017968,1
2.1759569097404876,1
1.0855167716695546,1
4.46522054744363,1
1.2817732254746206,1
1.0063825630250345,1
0.9540317578703579,1
10.121449107007502,1
1.3425897485267513,1
1.2464570305945764,1
1.0110662686982346,1
1.3106693376576477,1
0.9883937644287382,1
1.0308349495951152,1
1.1558256467471508,1
1.0962379081346607,1
0.9976216985505388,1
1.0665907529969547,1
0.9669848439844305,1
3.326318126487112,1
2.9918455030627764,1
1.4229568192098907,1
3.599668689761194,1
2.0749791056456637,1
0.976335422073322,1
1.0763035344551501,1
1.1890757912768994,1
3.7102214358408245,1
1.0602680112661873,1
1.0115842406223956,1
1.0776293494781979,1
1.0650403693985946,1
1.0350550717894624,1
1.014481510053223,1
1.2502660000169796,1
1.0422937431770178,1
1.0785341191753355,1
0.9657764120937262,1
1.0430727603465533,1
1.008293461894503,1
1.4805269894277375,1
1.1147814254778194,1
1.1312108116596833,1
1.013636979438249,1
0.9943720076743862,1
1.7378713025144545,1
5.34501283517265,1
1.0239617848402571,1
1.3182551414796424,1
2.487648917633259,1
1.1496711645345576,1
1.0285895765626136,1
1.1205109663669794,1
1.002325543022693,1
1.016608442795799,1
0.9764257227698279,1
1.144396920893756,1
